"No.","Time","Source","Destination","Protocol","Length","Info"
"597","6.303232","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26388; Unit:   1, Func:   4: Read Input Registers"
"598","6.303800","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26389; Unit:   1, Func:   3: Read Holding Registers"
"599","6.304130","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26389; Unit:   1, Func:   3: Read Holding Registers"
"600","6.304539","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 26390; Unit:   1, Func:  16: Write Multiple Registers"
"601","6.304863","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26390; Unit:   1, Func:  16: Write Multiple Registers"
"602","6.395805","Raspberr_58:67:86","Broadcast","ARP","60","Who has 8.8.8.8? Tell 169.254.149.247"
"603","6.404305","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26391; Unit:   1, Func:   2: Read Discrete Inputs"
"604","6.404931","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 26391; Unit:   1, Func:   2: Read Discrete Inputs"
"605","6.405741","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 26392; Unit:   1, Func:  15: Write Multiple Coils"
"606","6.406312","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26392; Unit:   1, Func:  15: Write Multiple Coils"
"607","6.406636","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26393; Unit:   1, Func:   4: Read Input Registers"
"608","6.407170","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26393; Unit:   1, Func:   4: Read Input Registers"
"609","6.407455","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26394; Unit:   1, Func:   3: Read Holding Registers"
"610","6.408070","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26394; Unit:   1, Func:   3: Read Holding Registers"
"611","6.408482","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 26395; Unit:   1, Func:  16: Write Multiple Registers"
"612","6.409150","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26395; Unit:   1, Func:  16: Write Multiple Registers"
"613","6.509416","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26396; Unit:   1, Func:   2: Read Discrete Inputs"
"614","6.509991","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 26396; Unit:   1, Func:   2: Read Discrete Inputs"
"615","6.510287","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 26397; Unit:   1, Func:  15: Write Multiple Coils"
"616","6.510603","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26397; Unit:   1, Func:  15: Write Multiple Coils"
"617","6.510952","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26398; Unit:   1, Func:   4: Read Input Registers"
"618","6.511299","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26398; Unit:   1, Func:   4: Read Input Registers"
"619","6.511555","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26399; Unit:   1, Func:   3: Read Holding Registers"
"620","6.511862","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26399; Unit:   1, Func:   3: Read Holding Registers"
"621","6.512105","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 26400; Unit:   1, Func:  16: Write Multiple Registers"
"622","6.512453","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26400; Unit:   1, Func:  16: Write Multiple Registers"
"623","6.612297","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26401; Unit:   1, Func:   2: Read Discrete Inputs"
"624","6.612911","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 26401; Unit:   1, Func:   2: Read Discrete Inputs"
"625","6.613256","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 26402; Unit:   1, Func:  15: Write Multiple Coils"
"626","6.613700","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26402; Unit:   1, Func:  15: Write Multiple Coils"
"627","6.613926","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26403; Unit:   1, Func:   4: Read Input Registers"
"628","6.614337","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26403; Unit:   1, Func:   4: Read Input Registers"
"629","6.614593","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26404; Unit:   1, Func:   3: Read Holding Registers"
"630","6.614983","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26404; Unit:   1, Func:   3: Read Holding Registers"
"631","6.615270","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 26405; Unit:   1, Func:  16: Write Multiple Registers"
"632","6.615671","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26405; Unit:   1, Func:  16: Write Multiple Registers"
"633","6.672454","fe80::657f:b6ca:2f8a:5309","ff02::1:2","DHCPv6","157","Solicit XID: 0xab5cb8 CID: 000100012ab2ab8fdc0ea1a02af2 "
"634","6.715359","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26406; Unit:   1, Func:   2: Read Discrete Inputs"
"635","6.715968","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 26406; Unit:   1, Func:   2: Read Discrete Inputs"
"636","6.716627","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 26407; Unit:   1, Func:  15: Write Multiple Coils"
"637","6.717262","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26407; Unit:   1, Func:  15: Write Multiple Coils"
"638","6.717748","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26408; Unit:   1, Func:   4: Read Input Registers"
"639","6.718343","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26408; Unit:   1, Func:   4: Read Input Registers"
"640","6.718928","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26409; Unit:   1, Func:   3: Read Holding Registers"
"641","6.719557","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26409; Unit:   1, Func:   3: Read Holding Registers"
"642","6.719919","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 26410; Unit:   1, Func:  16: Write Multiple Registers"
"643","6.720340","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26410; Unit:   1, Func:  16: Write Multiple Registers"
"644","6.820291","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26411; Unit:   1, Func:   2: Read Discrete Inputs"
"645","6.821905","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 26411; Unit:   1, Func:   2: Read Discrete Inputs"
"646","6.822660","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 26412; Unit:   1, Func:  15: Write Multiple Coils"
"647","6.823469","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26412; Unit:   1, Func:  15: Write Multiple Coils"
"648","6.823664","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26413; Unit:   1, Func:   4: Read Input Registers"
"649","6.824153","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26413; Unit:   1, Func:   4: Read Input Registers"
"650","6.824331","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26414; Unit:   1, Func:   3: Read Holding Registers"
"651","6.825048","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26414; Unit:   1, Func:   3: Read Holding Registers"
"652","6.825214","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 26415; Unit:   1, Func:  16: Write Multiple Registers"
"653","6.826000","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26415; Unit:   1, Func:  16: Write Multiple Registers"
"654","6.925424","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26416; Unit:   1, Func:   2: Read Discrete Inputs"
"655","6.926132","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 26416; Unit:   1, Func:   2: Read Discrete Inputs"
"656","6.926646","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 26417; Unit:   1, Func:  15: Write Multiple Coils"
"657","6.927228","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26417; Unit:   1, Func:  15: Write Multiple Coils"
"658","6.927605","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26418; Unit:   1, Func:   4: Read Input Registers"
"659","6.943831","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26418; Unit:   1, Func:   4: Read Input Registers"
"660","6.944162","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26419; Unit:   1, Func:   3: Read Holding Registers"
"661","6.948910","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26419; Unit:   1, Func:   3: Read Holding Registers"
"662","6.949230","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 26420; Unit:   1, Func:  16: Write Multiple Registers"
"663","6.949947","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26420; Unit:   1, Func:  16: Write Multiple Registers"
"664","7.049386","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26421; Unit:   1, Func:   2: Read Discrete Inputs"
"665","7.050406","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 26421; Unit:   1, Func:   2: Read Discrete Inputs"
"666","7.050745","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 26422; Unit:   1, Func:  15: Write Multiple Coils"
"667","7.051445","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26422; Unit:   1, Func:  15: Write Multiple Coils"
"668","7.051713","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26423; Unit:   1, Func:   4: Read Input Registers"
"669","7.052244","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26423; Unit:   1, Func:   4: Read Input Registers"
"670","7.052555","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26424; Unit:   1, Func:   3: Read Holding Registers"
"671","7.053025","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26424; Unit:   1, Func:   3: Read Holding Registers"
"672","7.053344","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 26425; Unit:   1, Func:  16: Write Multiple Registers"
"673","7.053853","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26425; Unit:   1, Func:  16: Write Multiple Registers"
"674","7.153430","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26426; Unit:   1, Func:   2: Read Discrete Inputs"
"675","7.154098","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 26426; Unit:   1, Func:   2: Read Discrete Inputs"
"676","7.154573","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 26427; Unit:   1, Func:  15: Write Multiple Coils"
"677","7.154944","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26427; Unit:   1, Func:  15: Write Multiple Coils"
"678","7.155221","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26428; Unit:   1, Func:   4: Read Input Registers"
"679","7.155630","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26428; Unit:   1, Func:   4: Read Input Registers"
"680","7.156274","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26429; Unit:   1, Func:   3: Read Holding Registers"
"681","7.156632","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26429; Unit:   1, Func:   3: Read Holding Registers"
"682","7.157274","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 26430; Unit:   1, Func:  16: Write Multiple Registers"
"683","7.157603","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26430; Unit:   1, Func:  16: Write Multiple Registers"
"684","7.257396","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26431; Unit:   1, Func:   2: Read Discrete Inputs"
"685","7.258133","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 26431; Unit:   1, Func:   2: Read Discrete Inputs"
"686","7.258535","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 26432; Unit:   1, Func:  15: Write Multiple Coils"
"687","7.259003","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26432; Unit:   1, Func:  15: Write Multiple Coils"
"688","7.259271","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26433; Unit:   1, Func:   4: Read Input Registers"
"689","7.259673","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26433; Unit:   1, Func:   4: Read Input Registers"
"690","7.260023","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26434; Unit:   1, Func:   3: Read Holding Registers"
"691","7.260439","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26434; Unit:   1, Func:   3: Read Holding Registers"
"692","7.260789","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 26435; Unit:   1, Func:  16: Write Multiple Registers"
"693","7.261211","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26435; Unit:   1, Func:  16: Write Multiple Registers"
"694","7.361383","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26436; Unit:   1, Func:   2: Read Discrete Inputs"
"695","7.362157","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 26436; Unit:   1, Func:   2: Read Discrete Inputs"
"696","7.362813","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 26437; Unit:   1, Func:  15: Write Multiple Coils"
"697","7.363302","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26437; Unit:   1, Func:  15: Write Multiple Coils"
"698","7.363787","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26438; Unit:   1, Func:   4: Read Input Registers"
"699","7.364260","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26438; Unit:   1, Func:   4: Read Input Registers"
"700","7.364845","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26439; Unit:   1, Func:   3: Read Holding Registers"
"701","7.365332","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26439; Unit:   1, Func:   3: Read Holding Registers"
"702","7.365693","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 26440; Unit:   1, Func:  16: Write Multiple Registers"
"703","7.366244","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26440; Unit:   1, Func:  16: Write Multiple Registers"
"704","7.418264","Raspberr_58:67:86","Broadcast","ARP","60","Who has 8.8.8.8? Tell 169.254.149.247"
"705","7.466394","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26441; Unit:   1, Func:   2: Read Discrete Inputs"
"706","7.466930","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 26441; Unit:   1, Func:   2: Read Discrete Inputs"
"707","7.467263","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 26442; Unit:   1, Func:  15: Write Multiple Coils"
"708","7.467579","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26442; Unit:   1, Func:  15: Write Multiple Coils"
"709","7.467845","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26443; Unit:   1, Func:   4: Read Input Registers"
"710","7.468150","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26443; Unit:   1, Func:   4: Read Input Registers"
"711","7.468453","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26444; Unit:   1, Func:   3: Read Holding Registers"
"712","7.468758","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26444; Unit:   1, Func:   3: Read Holding Registers"
"713","7.469057","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 26445; Unit:   1, Func:  16: Write Multiple Registers"
"714","7.469353","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26445; Unit:   1, Func:  16: Write Multiple Registers"
"715","7.569508","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26446; Unit:   1, Func:   2: Read Discrete Inputs"
"716","7.570647","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 26446; Unit:   1, Func:   2: Read Discrete Inputs"
"717","7.571344","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 26447; Unit:   1, Func:  15: Write Multiple Coils"
"718","7.571969","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26447; Unit:   1, Func:  15: Write Multiple Coils"
"719","7.572458","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26448; Unit:   1, Func:   4: Read Input Registers"
"720","7.572973","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26448; Unit:   1, Func:   4: Read Input Registers"
"721","7.573599","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26449; Unit:   1, Func:   3: Read Holding Registers"
"722","7.574286","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26449; Unit:   1, Func:   3: Read Holding Registers"
"723","7.574649","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 26450; Unit:   1, Func:  16: Write Multiple Registers"
"724","7.576821","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26450; Unit:   1, Func:  16: Write Multiple Registers"
"725","7.676466","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26451; Unit:   1, Func:   2: Read Discrete Inputs"
"726","7.677093","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 26451; Unit:   1, Func:   2: Read Discrete Inputs"
"727","7.677399","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 26452; Unit:   1, Func:  15: Write Multiple Coils"
"728","7.694382","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26452; Unit:   1, Func:  15: Write Multiple Coils"
"729","7.694591","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26453; Unit:   1, Func:   4: Read Input Registers"
"730","7.695289","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26453; Unit:   1, Func:   4: Read Input Registers"
"731","7.695446","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26454; Unit:   1, Func:   3: Read Holding Registers"
"732","7.695892","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26454; Unit:   1, Func:   3: Read Holding Registers"
"733","7.696051","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 26455; Unit:   1, Func:  16: Write Multiple Registers"
"734","7.696657","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26455; Unit:   1, Func:  16: Write Multiple Registers"
"735","7.796383","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26456; Unit:   1, Func:   2: Read Discrete Inputs"
"736","7.797163","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 26456; Unit:   1, Func:   2: Read Discrete Inputs"
"737","7.797451","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 26457; Unit:   1, Func:  15: Write Multiple Coils"
"738","7.798016","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26457; Unit:   1, Func:  15: Write Multiple Coils"
"739","7.798210","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26458; Unit:   1, Func:   4: Read Input Registers"
"740","7.798524","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26458; Unit:   1, Func:   4: Read Input Registers"
"741","7.798756","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26459; Unit:   1, Func:   3: Read Holding Registers"
"742","7.799060","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26459; Unit:   1, Func:   3: Read Holding Registers"
"743","7.799293","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 26460; Unit:   1, Func:  16: Write Multiple Registers"
"744","7.799607","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26460; Unit:   1, Func:  16: Write Multiple Registers"
"745","7.899400","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26461; Unit:   1, Func:   2: Read Discrete Inputs"
"746","7.900067","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 26461; Unit:   1, Func:   2: Read Discrete Inputs"
"747","7.900486","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 26462; Unit:   1, Func:  15: Write Multiple Coils"
"748","7.900823","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26462; Unit:   1, Func:  15: Write Multiple Coils"
"749","7.901146","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26463; Unit:   1, Func:   4: Read Input Registers"
"750","7.901492","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26463; Unit:   1, Func:   4: Read Input Registers"
"751","7.901843","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26464; Unit:   1, Func:   3: Read Holding Registers"
"752","7.902170","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26464; Unit:   1, Func:   3: Read Holding Registers"
"753","7.902511","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 26465; Unit:   1, Func:  16: Write Multiple Registers"
"754","7.902806","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26465; Unit:   1, Func:  16: Write Multiple Registers"
"755","8.002539","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26466; Unit:   1, Func:   2: Read Discrete Inputs"
"756","8.003161","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 26466; Unit:   1, Func:   2: Read Discrete Inputs"
"757","8.003644","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 26467; Unit:   1, Func:  15: Write Multiple Coils"
"758","8.004195","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26467; Unit:   1, Func:  15: Write Multiple Coils"
"759","8.004425","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26468; Unit:   1, Func:   4: Read Input Registers"
"760","8.004900","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26468; Unit:   1, Func:   4: Read Input Registers"
"761","8.005134","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26469; Unit:   1, Func:   3: Read Holding Registers"
"762","8.005708","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26469; Unit:   1, Func:   3: Read Holding Registers"
"763","8.006095","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 26470; Unit:   1, Func:  16: Write Multiple Registers"
"764","8.006846","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26470; Unit:   1, Func:  16: Write Multiple Registers"
"765","8.106449","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26471; Unit:   1, Func:   2: Read Discrete Inputs"
"766","8.107028","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 26471; Unit:   1, Func:   2: Read Discrete Inputs"
"767","8.107404","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 26472; Unit:   1, Func:  15: Write Multiple Coils"
"768","8.107788","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26472; Unit:   1, Func:  15: Write Multiple Coils"
"769","8.108048","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26473; Unit:   1, Func:   4: Read Input Registers"
"770","8.108389","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26473; Unit:   1, Func:   4: Read Input Registers"
"771","8.109062","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26474; Unit:   1, Func:   3: Read Holding Registers"
"772","8.109650","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26474; Unit:   1, Func:   3: Read Holding Registers"
"773","8.110014","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 26475; Unit:   1, Func:  16: Write Multiple Registers"
"774","8.110407","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26475; Unit:   1, Func:  16: Write Multiple Registers"
"775","8.113030","3Com_78:9b:01","Spanning-tree-(for-bridges)_00","STP","64","RST. Root = 8192/0/00:18:6e:78:9b:00  Cost = 0  Port = 0x8001"
"776","8.210446","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26476; Unit:   1, Func:   2: Read Discrete Inputs"
"777","8.210996","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 26476; Unit:   1, Func:   2: Read Discrete Inputs"
"778","8.211518","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 26477; Unit:   1, Func:  15: Write Multiple Coils"
"779","8.211859","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26477; Unit:   1, Func:  15: Write Multiple Coils"
"780","8.212193","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26478; Unit:   1, Func:   4: Read Input Registers"
"781","8.212523","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26478; Unit:   1, Func:   4: Read Input Registers"
"782","8.212994","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26479; Unit:   1, Func:   3: Read Holding Registers"
"783","8.213332","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26479; Unit:   1, Func:   3: Read Holding Registers"
"784","8.213766","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 26480; Unit:   1, Func:  16: Write Multiple Registers"
"785","8.214093","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26480; Unit:   1, Func:  16: Write Multiple Registers"
"786","8.314500","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26481; Unit:   1, Func:   2: Read Discrete Inputs"
"787","8.315330","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 26481; Unit:   1, Func:   2: Read Discrete Inputs"
"788","8.316011","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 26482; Unit:   1, Func:  15: Write Multiple Coils"
"789","8.316491","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26482; Unit:   1, Func:  15: Write Multiple Coils"
"790","8.316766","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26483; Unit:   1, Func:   4: Read Input Registers"
"791","8.317520","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26483; Unit:   1, Func:   4: Read Input Registers"
"792","8.317874","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 26484; Unit:   1, Func:   3: Read Holding Registers"
"793","8.318618","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 26484; Unit:   1, Func:   3: Read Holding Registers"
"794","8.318963","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 26485; Unit:   1, Func:  16: Write Multiple Registers"
"795","8.319641","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 26485; Unit:   1, Func:  16: Write Multiple Registers"
